SubjectNumber,Gender,Age,Site,BirthState,Occupation,Education,NumberOfChildren,Fitness,CarMake,CarYear,CarModel,Race,ReportedHeight,ReportedWeight,MaritalStatus,FamilyIncome,ShoeSize,JacketSize,PantsSizeWaist,PantsSizeInseam,BlouseSize,PantsSizeWoman,BraSize,AcromialHeight_Sitting,AnkleCircumference,Spine_to_Shoulder,Spine_to_Elbow,ArmLength_SpineToWrist,ArmLength_ShoulderToWrist,ArmLength_ShoulderToElbow,ArmscyeCircumference_ScyeCircOverAcromion,BizygomaticBreadth,ChestCircumference,Bust_ChestCircumferenceUnderBust,Buttock_KneeLength,ChestGirthAtScye_ChestCircumferenceAtScye,CrotchHeight,ElbowHeight_Sitting,EyeHeight_Sitting,FaceLength,FootLength,HandCircumference,HandLength,HeadBreadth,HeadCircumference,HeadLength,HipBreadth_Sitting,HipCircumference_Maximum,HipCircMaxHeight,KneeHeight,NeckBaseCircumference,ShoulderBreadth,SittingHeight,Stature,SubscapularSkinfold,ThighCircumference,ThighCircumferenceMaxSitting,ThumbTipReach,TTR1,TTR2,TTR3,TricepsSkinfold,TotalCrotchLength_CrotchLength,VerticalTrunkCircumference,WaistCircumference_Pref,WaistFrontLength,WaistHeight_Preferred,Weight,Var1,Var2,Var3,CupSize
2855,Male,29,Atlanta GA,West,,14,2,5,Economy,1993,Non-sedan,Black,1803.4,75.28344671,Married,52500,9.5,NaN,36,34,NaN,NaN,NaN,603,274,193,536,835,642,343,424,141,899,NaN,637,930,801,244,772,127,268,188,199,151,562,196,334,990,905,567,448,448,903,1771,37,579,567,767.6,758,774,771,10,683,1743,818,469,1049,74.37641723,-0.343535513,-1.000370979,0,NaN
2856,Female,52,Atlanta GA,<undefined>,White Collar,14,2,2.5,Luxury,1997,Sedan,Asian,1651,72.56235828,Married,150000,8,NaN,NaN,NaN,14,14,38,542,251,205,542,829,624,337,398,133,1110,846,609,1005,777,191,743,103,255,182,191,140,525,180,435,1075,950,528,408,424,844,1651,35,646,626,778.6,779,782,775,37,731,1648,858,405,1043,77.55102041,0.554402769,0.460165769,-0.340331405,4
2857,Female,19,Atlanta GA,Northeast,,14,0,0.5,Economy,1991,Sedan,Black,1600.2,62.58503401,Single,90000,7.5,NaN,NaN,NaN,NaN,10,36,536,245,187,518,808,621,331,366,131,956,768,613,926,763,191,681,106,245,168,178,147,547,198,410,1051,844,522,394,418,815,1615,26,639,627,747.6,742,749,752,21,619,1550,829,436,987,65.98639456,0.294755071,-0.183094829,-0.057760406,4
2858,Male,31,Atlanta GA,Northeast,Blue Collar,14,1,5,<undefined>,1999,Non-sedan,Black,1752.6,66.66666667,Married,52500,10,40,31,33,NaN,NaN,NaN,549,258,227,581,909,682,354,422,137,938,NaN,620,997,824,177,727,126,272,201,220,151,562,193,323,925,885,560,444,483,849,1733,9.5,523,532,829.6,834,828,827,10,602,1577,757,418,1049,64.62585034,-1.544123888,-1.404867053,0,NaN
2859,Female,54,Atlanta GA,South,Management,14,4,0.5,Luxury,1992,Non-sedan,Black,1498.6,88.88888889,Divorced/Widowed,37500,7,NaN,NaN,NaN,20,20,42,545,233,194,496,762,568,302,426,136,1136,933,611,1096,671,229,665,105,241,187,176,148,539,186,467,1258,851,479,420,445,781,1517,52,750,708,704.6,674,722,718,42,750,1655,1075,352,932,88.43537415,-0.705824256,1.251954079,1.375878215,2
2860,Male,26,Atlanta GA,South,Management,16,NaN,2.5,Economy,1992,Sedan,Black,1905,104.30839,Married,NaN,12,44,38,34,NaN,NaN,NaN,612,301,246,621,936,690,375,464,147,1056,NaN,673,1084,819,245,837,150,282,216,221,161,603,212,397,1148,924,596,538,527,972,1862,24,691,696,838,823,841,850,20,728,1852,924,493,1105,102.2675737,0.585790455,-0.517769933,0,NaN
2861,Female,37,Atlanta GA,Midwest,White Collar,16,0,2.5,Luxury,2001,<undefined>,Black,1701.8,62.58503401,Married,70000,8.5,NaN,NaN,NaN,8,7,36,596,242,187,502,785,598,315,328,132,885,718,596,818,803,256,783,114,248,182,196,141,548,189,378,978,840,525,399,407,894,1713,17,576,577,737.6,730,734,749,21,612,1589,753,429,1036,61.2244898,1.047861576,-0.78693831,-0.62798059,2
2862,Male,36,Atlanta GA,South,White Collar,14,0,0.5,Economy,2000,Non-sedan,Black,1752.6,74.82993197,Married,52500,9,38,34,34,NaN,NaN,NaN,515,262,228,597,933,705,369,434,142,1024,NaN,652,1041,836,129,718,113,266,215,214,157,569,197,364,1013,902,564,467,492,824,1702,19.5,586,593,838.6,837,846,833,8.5,563,1567,864,423,1037,79.59183673,-1.560896993,-1.121011853,0,NaN
2863,Male,55,Atlanta GA,South,Blue Collar,14,4,2.5,Economy,1991,Sedan,Black,1701.8,79.36507937,Married,37500,8,44,34,34,NaN,NaN,NaN,557,270,215,558,842,627,343,458,147,1018,NaN,609,1006,745,196,706,112,260,216,204,148,562,198,362,997,840,550,476,451,827,1664,36,602,613,781.6,793,787,765,9.5,662,1664,852,479,997,80.49886621,-0.921599686,0.217565939,0,NaN
2864,Male,34,Atlanta GA,Northeast,,14,NaN,10,<undefined>,NaN,<undefined>,Black,1905,163.2653061,Married,NaN,13.5,48,46,NaN,NaN,NaN,NaN,652,312,217,594,943,726,377,591,156,1485,NaN,736,1402,843,266,877,133,304,239,231,167,624,216,519,1513,NaN,620,537,584,986,1899,38,857,864,849.3,855,851,842,27,1032,2105,1422,475,1170,155.7823129,2.478373766,1.676249266,0,NaN
2865,Female,48,Atlanta GA,South,White Collar,14,2,2.5,Economy,1993,Sedan,Black,1524,65.75963719,Married,25000,6.5,NaN,NaN,NaN,12,14,36,536,262,162,481,740,578,319,374,136,960,777,613,886,710,209,673,114,237,179,179,146,534,184,449,1186,754,495,417,404,772,1519,34,724,709,701.3,704,701,699,27,720,1568,792,375,943,76.41723356,-1.008592129,1.136136889,1.380006313,2
2866,Female,30,Atlanta GA,South,,16,0,8,Luxury,1998,Non-sedan,Black,1879.6,89.79591837,Married,90000,11,NaN,NaN,NaN,12,12,36,641,266,196,561,873,677,365,408,136,1024,829,680,967,904,265,828,121,285,197,222,145,596,216,440,1147,975,616,448,439,929,1849,30,702,707,843.6,833,854,844,24,689,1751,943,478,1174,90.92970522,3.590014458,-0.781585932,-0.554852784,4
2867,Male,55,Atlanta GA,Midwest,Service,14,2,2.5,Economy,1991,Non-sedan,Black,1727.2,94.33106576,Married,25000,9.5,44,38,30,NaN,NaN,NaN,607,273,199,541,857,658,342,477,143,1107,NaN,606,1123,737,250,782,120,270,216,207,156,584,203,402,1110,875,553,489,514,897,1712,37.5,628,646,754.6,751,768,745,14.5,731,1792,962,455,1005,93.42403628,-0.581846178,0.406205893,0,NaN
2868,Female,45,Atlanta GA,South,Service,18,0,5,Economy,1991,Non-sedan,Black,1574.8,53.51473923,Married,25000,7,NaN,NaN,NaN,6,6,34,518,239,190,492,762,572,302,334,128,800,689,568,808,725,195,704,100,244,176,183,143,542,192,391,994,789,507,381,395,814,1576,26,549,575,739.3,730,749,739,18,677,1480,739,343,998,56.23582766,-0.799657643,0.004154431,-1.289272428,2
2869,Male,23,Atlanta GA,Foreign,,14,0,0.5,Economy,1994,Non-sedan,Asian,1676.4,58.9569161,Single,12500,9,32,31,29,NaN,NaN,NaN,551,246,202,533,826,624,331,383,140,858,NaN,566,893,736,205,727,118,253,195,197,164,581,191,321,883,782,518,404,452,848,1635,13,493,504,722.3,719,725,723,8,509,1553,783,466,889,56.6893424,-2.056184053,-0.634459615,0,NaN
2871,Male,23,Atlanta GA,South,Service,16,0,8,Economy,1994,Sedan,Black,1752.6,70.29478458,Single,150000,13,36,32,34,NaN,NaN,NaN,570,275,221,558,864,643,337,414,134,939,NaN,630,972,825,198,766,142,285,199,219,142,565,207,344,977,878,561,445,466,887,1750,7,572,578,779.6,789,777,773,6.5,678,1647,741,412,1053,69.16099773,-1.639107466,-1.421030402,0,NaN
2872,Male,41,Atlanta GA,South,White Collar,12,0,0.5,Economy,1995,Sedan,Black,1752.6,69.3877551,Single,37500,8.5,42,32,32,NaN,NaN,NaN,584,268,211,568,878,667,357,384,128,949,NaN,628,956,836,189,756,127,274,191,202,145,562,199,327,945,933,583,440,461,865,1751,19.5,511,517,833,825,838,836,11,603,1614,803,427,1072,68.48072562,-1.021271348,-1.43889904,0,NaN
2873,Female,45,Atlanta GA,Northeast,Management,16,2,5,Economy,1995,Sedan,Black,1651,66.66666667,Divorced/Widowed,70000,8,NaN,NaN,NaN,10,10,36,558,243,195,509,793,598,314,398,134,930,769,593,957,768,230,738,106,247,185,187,151,554,188,410,1044,807,525,443,438,840,1623,27,621,619,748.3,741,752,752,23,743,1549,732,328,1049,69.61451247,0.15054594,0.139863059,-0.861808538,3
2874,Female,21,Atlanta GA,South,,14,0,2.5,Economy,1979,Non-sedan,White,1701.8,69.3877551,Single,150000,9.5,NaN,NaN,NaN,NaN,10,34,588,242,207,558,845,638,351,369,132,933,775,611,923,800,235,782,107,247,183,191,146,545,188,416,1034,849,528,430,438,890,1691,17.5,621,612,779.3,775,782,781,23,660,1569,738,387,1044,67.80045351,0.683823526,-1.187458754,1.040770173,2
2875,Male,54,Atlanta GA,South,Blue Collar,12,4,0.5,Luxury,1986,Sedan,Black,1790.7,70.29478458,Married,NaN,11,40,32,34,NaN,NaN,NaN,576,296,196,571,892,696,375,430,138,892,NaN,656,919,883,172,713,136,280,212,222,149,556,194,339,948,943,597,431,457,828,1753,10,560,572,874.3,864,879,880,9.5,637,1602,784,398,1105,70.06802721,-0.699457288,-1.436047554,0,NaN
2876,Male,42,Atlanta GA,South,White Collar,14,0,5,Economy,1991,Sedan,Black,1676.4,58.04988662,Single,25000,7.5,36,29,29,NaN,NaN,NaN,543,253,199,529,823,624,330,362,137,837,NaN,596,896,775,192,737,130,261,198,208,153,567,200,311,871,849,528,422,438,853,1682,7.5,471,478,746.6,734,749,757,3.5,614,1533,662,411,1006,56.6893424,-2.158624172,-1.265515327,0,NaN
2877,Male,22,Atlanta GA,South,,14,0,8,<undefined>,NaN,<undefined>,White,1752.6,74.82993197,Single,25000,10,40,32,30,NaN,NaN,NaN,575,277,222,545,821,599,323,421,137,941,NaN,586,1017,723,238,785,130,271,201,197,152,566,202,356,1007,813,525,435,479,907,1726,10.5,589,592,707,713,704,704,12.5,631,1722,814,457,979,74.6031746,-0.381809384,0.003847065,0,NaN
2878,Female,24,Atlanta GA,South,,18,0,0.5,Economy,1998,Sedan,Black,1676.4,83.90022676,Single,37500,9,NaN,NaN,NaN,14,14,36,568,242,197,523,812,615,326,412,126,1068,838,625,1033,790,225,748,118,256,188,187,140,537,188,459,1151,819,535,416,449,858,1663,46,703,691,778.6,779,783,774,34,712,1650,825,411,1042,84.58049887,0.699856758,0.999186635,0.537261367,3
2879,Male,43,Atlanta GA,South,White Collar,16,0,2.5,Economy,2000,Sedan,White,1905,99.77324263,Married,52500,10.5,44,38,34,NaN,NaN,NaN,633,287,236,618,922,686,382,449,148,1157,NaN,656,1092,841,227,834,116,275,206,209,161,589,200,391,1077,922,591,484,508,949,1859,18,618,629,856.3,855,856,858,9,703,1851,944,513,1113,101.5873016,1.216027975,0.112883516,0,NaN
2880,Male,27,Atlanta GA,Northeast,White Collar,16,0,2.5,Economy,1992,Sedan,White,1914.652,70.29478458,Single,52500,10.5,40,34,34,NaN,NaN,NaN,605,256,209,582,900,691,373,408,143,877,NaN,630,938,893,203,806,123,270,217,209,157,587,204,370,951,968,585,463,467,950,1867,7.5,490,486,826,829,820,829,7,618,1660,797,431,1117,67.34693878,-0.547903061,-1.754481196,0,NaN
2881,Male,41,Atlanta GA,South,White Collar,16,0,2.5,Economy,1995,Sedan,White,1828.8,86.16780045,Divorced/Widowed,NaN,10.5,44,36,32,NaN,NaN,NaN,607,283,214,571,880,666,357,469,144,1089,NaN,636,1112,801,231,807,122,277,218,199,154,586,198,387,1055,890,565,484,514,929,1819,29,580,578,796.6,797,794,799,9.5,680,1827,922,510,1055,90.92970522,0.825365603,0.211694196,0,NaN
2882,Male,26,Atlanta GA,South,Blue Collar,14,3,8,Economy,1990,Sedan,Black,1968.5,163.2653061,Single,52500,14,48,46,36,NaN,NaN,NaN,707,304,237,636,996,759,399,607,153,1388,NaN,761,1369,856,298,876,124,307,233,226,172,630,214,557,1474,958,616,524,608,998,1931,55,937,934,880.3,873,869,899,30,824,2108,1331,592,1137,156.0090703,0.880601764,4.189995766,0,NaN
2883,Female,40,Atlanta GA,South,White Collar,16,0,10,Luxury,1993,Sedan,Black,1638.3,90.70294785,Single,37500,10,NaN,NaN,NaN,16,16,40,550,242,194,537,839,645,343,425,138,1116,861,644,1022,800,197,724,106,263,188,202,153,555,184,459,1214,935,550,443,437,807,1645,44,689,726,791.3,777,805,792,41,768,1679,1062,383,1037,92.06349206,0.554659605,0.745281398,-0.533713818,4
2884,Female,46,Atlanta GA,South,White Collar,14,0,2.5,Economy,1989,Sedan,White,1574.8,53.51473923,Divorced/Widowed,52500,6,NaN,NaN,NaN,6,7,34,597,215,168,478,739,571,310,370,133,927,773,536,877,688,283,751,103,220,171,171,152,553,190,364,939,722,458,376,388,860,1567,17,539,546,672.3,668,678,671,22.5,629,1549,716,385,925,54.42176871,-1.210081935,-0.845991969,0.973138809,2
2885,Female,31,Atlanta GA,South,White Collar,18,0,5,Economy,1998,Sedan,White,1625.6,54.42176871,Single,NaN,7.5,NaN,NaN,NaN,10,6,32,569,227,186,493,749,563,307,361,129,913,723,550,849,714,258,756,110,225,172,165,144,536,185,366,942,764,473,385,404,869,1600,9,543,545,684.3,681,686,686,14,650,1510,639,355,975,56.00907029,-0.734994173,-0.479860097,0.706706285,4
2886,Female,36,Atlanta GA,Northeast,White Collar,16,0,2.5,Economy,1994,Sedan,White,1651,54.42176871,Married,90000,7.5,NaN,NaN,NaN,8,4,32,590,230,192,507,759,567,315,340,131,882,679,576,827,749,255,773,104,236,178,177,149,542,183,361,917,813,492,390,404,879,1654,10,514,517,692.6,690,692,696,18,695,1548,643,360,1030,55.78231293,0.284034997,-0.621484816,-1.397269607,4
2887,Male,26,Atlanta GA,South,White Collar,16,0,5,Luxury,1998,Sedan,White,1803.4,90.70294785,Single,150000,11,42,36,32,NaN,NaN,NaN,622,277,207,551,854,647,344,476,142,1043,NaN,641,1078,821,246,831,120,271,214,215,156,590,208,401,1107,891,570,488,498,937,1798,17.5,658,676,801,803,788,812,13,725,1757,912,464,1070,94.55782313,1.007517695,-0.10625349,0,NaN
2888,Male,62,Atlanta GA,South,Blue Collar,NaN,2,0.5,Economy,1993,Non-sedan,White,1905,120.1814059,Married,52500,12,46,42,33,NaN,NaN,NaN,649,293,206,570,899,693,364,518,151,1214,NaN,670,1195,837,260,840,131,277,235,223,158,606,207,411,1104,953,603,509,531,960,1866,32,634,647,863,866,866,857,20,838,1962,1143,548,1141,117.4603175,1.70018518,0.445027024,0,NaN
2889,Male,25,Atlanta GA,South,,18,0,0.5,Economy,1995,Sedan,White,1905,68.02721088,Married,37500,11,34,34,34,NaN,NaN,NaN,618,277,199,560,881,682,361,406,145,882,NaN,629,907,870,225,821,120,288,204,211,147,575,200,360,954,954,618,440,456,933,1865,6,546,549,855.6,859,850,858,13,588,1656,834,473,1107,70.06802721,-0.156759575,-2.049024582,0,NaN
2890,Male,51,Atlanta GA,Midwest,White Collar,18,1,5,Economy,1994,Sedan,White,1727.2,86.16780045,Married,NaN,9,44,38,30,NaN,NaN,NaN,579,272,209,538,831,622,329,467,142,1106,NaN,597,1133,773,238,768,121,257,216,194,159,596,208,374,1048,935,544,466,497,875,1695,11,622,623,733.3,741,728,731,6.5,744,1699,949,403,1037,87.52834467,-0.167550847,0.849463642,0,NaN
2891,Female,47,Atlanta GA,South,White Collar,14,0,2.5,<undefined>,1989,<undefined>,Black,1524,53.51473923,Single,17500,7.5,NaN,NaN,NaN,7,8,34,525,222,198,504,774,576,306,349,126,834,714,556,836,688,206,709,101,233,184,179,133,494,176,424,1058,729,482,393,413,792,1508,10,608,591,707.6,699,706,718,14.5,580,1479,732,373,884,55.32879819,-1.636637807,0.166750431,1.170014381,2
2892,Male,21,Atlanta GA,West,,14,0,0.5,Economy,1991,Sedan,White,1727.2,67.12018141,Single,70000,8.5,NaN,32,32,NaN,NaN,NaN,535,244,209,544,837,628,335,390,133,913,NaN,585,934,763,186,776,121,254,192,192,147,564,198,342,950,858,536,440,452,885,1695,9.5,563,562,766.6,742,767,791,17,616,1542,755,397,998,65.98639456,-0.875693023,-0.593847334,0,NaN
2893,Male,33,Atlanta GA,Midwest,Service,14,2,0.5,Economy,1997,Non-sedan,Black,1905,126.984127,Married,150000,14,48,42,34,NaN,NaN,NaN,625,312,242,627,972,730,385,551,152,1257,NaN,697,1305,872,219,825,126,308,227,228,163,589,202,444,1241,986,634,519,600,932,1886,43,756,766,895,896,892,897,12,769,1928,1083,521,1136,132.1995465,1.491837263,0.576061904,0,NaN
2894,Female,31,Atlanta GA,South,Service,16,0,2.5,Economy,1999,Sedan,White,1524,52.15419501,Single,37500,7,NaN,NaN,NaN,NaN,NaN,34,552,228,158,466,715,557,308,342,125,850,716,534,818,669,248,730,93,234,178,175,138,530,184,375,935,713,457,372,372,826,1508,18,556,547,663.3,668,661,661,27.5,680,1482,676,328,933,54.19501134,-1.210297465,0.516180634,-0.383615792,2
2895,Male,62,Atlanta GA,South,,16,2,5,Economy,1997,Non-sedan,White,1765.3,76.19047619,Married,90000,9,40,36,29,NaN,NaN,NaN,611,255,210,559,854,644,349,423,150,993,NaN,584,994,763,249,781,140,264,205,205,156,571,197,363,980,908,553,470,466,915,1747,13,546,553,778.6,769,783,784,6,651,1693,847,428,1028,75.96371882,-0.308042943,-0.190948799,0,NaN
2896,Female,26,Atlanta GA,South,White Collar,14,0,2.5,<undefined>,1996,Sedan,Black,1600.2,101.1337868,Single,37500,8.5,NaN,NaN,NaN,18,16,40,569,252,199,544,821,622,345,472,140,1117,928,637,1031,713,237,714,110,245,190,185,151,545,184,501,1300,782,501,457,478,838,1585,56,831,828,711.3,729,706,699,56,710,1706,955,437,945,102.9478458,-0.436813831,1.564792514,-0.484719038,4
2897,Female,19,Atlanta GA,Northeast,White Collar,14,0,5,Economy,1997,Sedan,Black,NaN,65.30612245,Single,25000,9,NaN,NaN,NaN,NaN,8,36,564,245,195,545,853,658,350,362,126,907,720,646,854,829,202,766,119,259,172,186,140,543,188,407,1020,862,543,399,426,872,1703,26,592,589,779.3,773,789,776,22,578,1514,731,424,1057,66.66666667,0.981105804,-0.760809481,-1.593036175,2
2898,Female,35,Atlanta GA,South,Service,16,0,0.5,Economy,1999,Non-sedan,Black,1676.4,70.29478458,Single,25000,9,NaN,NaN,NaN,10,10,36,556,240,206,546,847,641,340,361,138,950,755,605,910,793,203,752,113,252,184,195,149,557,197,412,1076,826,536,421,439,862,1678,29,637,632,768,771,766,767,30,736,1543,764,338,1069,72.10884354,0.491287827,-0.363426805,-0.657251954,2
2899,Male,37,Atlanta GA,Midwest,White Collar,16,1,5,Economy,1997,Non-sedan,White,1803.4,78.45804989,Married,NaN,10,NaN,33,32,NaN,NaN,NaN,606,275,217,568,875,658,351,444,141,989,NaN,622,1039,826,230,824,125,268,212,205,152,564,197,362,1027,903,571,453,479,937,1803,22,594,598,827,817,828,836,16,634,1694,849,481,1062,81.17913832,-0.251042545,-1.09511745,0,NaN
2900,Female,51,Atlanta GA,Northeast,Management,16,0,2.5,Luxury,1998,Sedan,White,1625.6,61.67800454,Married,70000,7,NaN,NaN,NaN,8,10,34,527,237,190,504,749,559,314,351,134,847,704,623,823,734,203,735,116,227,176,164,148,549,193,417,1043,760,492,407,396,853,1612,22,615,616,698,692,702,702,15.5,708,1519,720,334,993,63.03854875,-0.252292871,0.185161576,-0.753104866,2
2901,Female,23,Atlanta GA,South,,16,0,5,Economy,1995,Sedan,,1727.2,72.56235828,Married,37500,9,NaN,NaN,NaN,12,12,36,622,250,193,535,806,613,342,378,133,963,794,605,932,754,263,812,118,254,186,179,137,548,192,420,1078,823,509,425,437,926,1702,19,658,650,746,746,745,747,30,765,1670,694,365,1058,73.46938776,0.730329692,-0.147944778,-0.147304341,3
2902,Female,33,Atlanta GA,South,White Collar,16,0,0.5,Economy,1997,Sedan,White,1625.6,64.39909297,Single,90000,8,NaN,NaN,NaN,12,10,36,575,232,190,505,763,573,315,374,126,953,807,588,928,743,252,752,105,238,169,174,138,536,184,395,1009,864,497,394,408,853,1616,22,569,579,707.6,705,708,710,17.5,636,1566,819,415,968,65.07936508,0.29232347,0.022067979,-0.354656726,3
2903,Male,31,Atlanta GA,South,White Collar,16,0,2.5,Economy,1998,Sedan,Black,1879.6,89.79591837,Single,37500,12,44,34,36,NaN,NaN,NaN,624,279,236,619,953,717,383,453,147,968,NaN,667,1015,885,224,853,124,286,216,223,154,578,198,377,1064,961,594,467,509,960,1875,19,618,624,843.6,834,852,845,8.5,642,1758,879,523,1112,86.39455782,0.389156163,-1.527819037,0,NaN
2904,Female,37,Atlanta GA,Midwest,White Collar,18,1,8,Economy,1993,Sedan,White,1727.2,74.82993197,Divorced/Widowed,37500,9.5,NaN,NaN,NaN,14,14,36,592,245,176,525,806,630,349,400,135,1021,823,622,969,805,236,789,111,255,180,185,150,566,193,474,1140,858,542,425,445,897,1728,28,665,658,795.3,794,793,799,37.5,692,1626,842,384,1064,82.31292517,1.79851222,-0.101591401,0.08177685,4
2905,Female,38,Atlanta GA,Midwest,,16,2,NaN,Economy,1995,Non-sedan,White,1638.3,81.63265306,Married,90000,8,NaN,NaN,NaN,NaN,18,42,601,247,184,455,755,571,271,423,144,1145,887,580,1030,714,280,781,108,233,184,169,148,560,195,434,1110,887,503,443,436,877,1620,39,678,678,700.3,691,706,704,38,748,1690,939,417,996,82.31292517,-0.511736214,1.471889019,-0.432813317,5
2906,Male,47,Atlanta GA,Northeast,Blue Collar,18,3,2.5,Economy,1996,Sedan,White,1752.6,72.56235828,Married,70000,9,40,33,30,NaN,NaN,NaN,574,272,231,577,873,642,346,421,149,962,NaN,598,978,757,211,767,125,263,219,204,153,564,189,353,995,830,553,450,487,879,1708,11,566,579,800,799,800,801,12,627,1672,846,459,1008,75.73696145,-0.705323458,-0.107542537,0,NaN
2907,Male,43,Atlanta GA,South,White Collar,18,0,0.5,Luxury,1998,Sedan,White,1752.6,80.72562358,Married,90000,8.5,42,36,29,NaN,NaN,NaN,589,249,214,526,802,588,312,433,151,1044,NaN,573,1051,734,249,777,127,258,196,192,152,581,200,376,1059,858,529,480,485,906,1706,31,567,588,743.3,735,746,749,12,671,1752,909,487,991,82.99319728,-0.888240397,0.293675452,0,NaN
2908,Male,31,Atlanta GA,Foreign,White Collar,12,0,5,Economy,1996,Non-sedan,Hispanic,1803.4,90.70294785,Single,150000,10.5,42,36,33,NaN,NaN,NaN,616,271,220,573,864,644,353,460,144,1142,NaN,630,1156,835,255,776,121,269,211,205,149,564,196,381,1047,920,585,471,501,894,1774,29.5,657,647,801.3,788,804,812,4.5,711,1738,955,446,1073,93.42403628,0.827717245,0.070579998,0,NaN
2909,Male,23,Atlanta GA,West,White Collar,16,0,5,Economy,1996,Non-sedan,White,1955.8,70.29478458,Single,52500,11,38,33,38,NaN,NaN,NaN,634,256,226,625,932,706,399,427,139,882,NaN,659,925,932,226,854,122,277,199,216,156,581,205,357,964,1022,617,440,484,977,1940,7,547,539,835.6,831,837,839,9,626,1695,855,466,1165,71.88208617,-0.354980677,-2.623375654,0,NaN
2910,Male,36,Atlanta GA,South,White Collar,18,4,2.5,Economy,1995,Sedan,White,1765.3,90.70294785,Married,52500,10,46,34,32,NaN,NaN,NaN,638,278,222,565,840,618,343,448,143,1077,NaN,608,1106,791,278,826,122,267,213,198,149,560,192,369,1073,849,542,503,498,947,1758,23,653,653,760.6,763,759,760,10,631,1784,909,502,994,94.7845805,0.337209284,0.571150064,0,NaN
2911,Male,44,Atlanta GA,South,Management,16,0,2.5,Economy,1977,Sedan,White,1879.6,88.43537415,Single,37500,13,44,34,32,NaN,NaN,NaN,607,276,227,603,922,695,376,471,150,1084,NaN,639,1112,806,213,818,128,278,233,228,152,578,201,378,1065,913,556,472,514,941,1816,18,587,599,844,854,839,839,14.5,614,1793,933,522,1026,93.87755102,0.383334339,-0.552032292,0,NaN
2912,Male,37,Atlanta GA,South,White Collar,14,1,8,Economy,1997,Sedan,White,1803.4,74.82993197,Married,52500,10.5,42,31,32,NaN,NaN,NaN,590,264,203,566,855,652,363,441,133,983,NaN,633,986,839,218,792,121,259,194,194,152,559,194,339,962,894,558,457,475,903,1782,10,557,552,805.3,790,808,818,8.5,567,1653,785,449,1048,73.46938776,0.226399615,-0.821599364,0,NaN
2913,Male,25,Atlanta GA,South,,18,0,8,Economy,1988,<undefined>,White,1727.2,65.75963719,Single,12500,9,38,32,NaN,NaN,NaN,NaN,579,254,205,532,824,619,327,413,137,943,NaN,568,972,764,233,769,114,256,195,193,150,571,201,310,908,821,529,436,477,892,1692,8,516,521,782,775,788,783,6,573,1586,758,436,973,65.98639456,-0.729076684,-0.116466537,0,NaN
2914,Male,25,Atlanta GA,South,White Collar,16,0,0.5,Economy,1994,Sedan,White,1727.2,77.09750567,Single,37500,9,40,34,31,NaN,NaN,NaN,573,237,194,513,791,597,319,400,140,992,NaN,600,986,764,235,760,122,251,188,188,149,569,198,381,1020,861,528,453,449,877,1689,16,580,600,737.3,727,740,745,20,635,1660,834,458,1002,74.6031746,-0.456480771,0.257695377,0,NaN
2915,Male,30,Atlanta GA,Northeast,Blue Collar,16,0,10,Luxury,1999,Non-sedan,,1905,92.97052154,Married,37500,13,44,32,30,NaN,NaN,NaN,624,293,239,619,944,705,380,463,141,1051,NaN,651,1074,856,227,853,132,277,219,215,158,564,193,361,1026,922,590,516,524,949,1861,12,623,615,865.3,860,864,872,7,703,1850,836,497,1100,91.38321995,0.820303917,-0.665265918,0,NaN
2916,Male,44,Atlanta GA,South,White Collar,12,2,2.5,Economy,1998,Sedan,Black,1778,97.50566893,Married,52500,9.5,44,36,33,NaN,NaN,NaN,607,266,223,583,890,667,360,520,147,1157,NaN,646,1193,768,228,799,128,273,207,212,154,585,203,377,1065,852,559,480,527,902,1756,34,633,637,809.6,807,812,810,8,674,1818,983,542,1020,99.09297052,0.238318816,0.228647992,0,NaN
2917,Male,37,Atlanta GA,Northeast,Service,14,0,8,Economy,1996,Sedan,Black,1752.6,77.09750567,Divorced/Widowed,7500,10,NaN,30,NaN,NaN,NaN,NaN,568,271,206,552,864,658,346,407,143,893,NaN,604,947,828,194,797,129,272,211,207,154,574,200,330,943,886,557,449,463,895,1755,12.5,578,557,809.6,794,816,819,6,636,1674,742,463,1037,69.3877551,-0.641026556,-1.278649807,0,NaN
2918,Female,41,Atlanta GA,Midwest,White Collar,NaN,0,0.5,<undefined>,NaN,<undefined>,White,1778,91.15646259,Single,7500,10,NaN,NaN,NaN,NaN,18,40,614,269,184,544,826,642,360,421,132,1145,954,643,993,824,247,794,105,270,181,192,145,550,194,451,1148,872,561,430,432,903,1744,38.5,688,688,768.3,758,778,769,35,847,1742,942,356,1137,93.19727891,1.069926023,0.66871798,-1.759687066,5
2919,Female,33,Atlanta GA,Midwest,White Collar,18,0,0.5,Economy,1994,Sedan,White,1625.6,49.88662132,Single,52500,7.5,NaN,NaN,NaN,6,6,34,543,223,192,520,790,598,328,314,122,820,689,566,782,745,205,749,112,232,155,177,141,524,184,380,933,780,506,380,396,857,1622,16,512,511,732.6,729,730,739,20,643,1457,628,343,1011,49.20634921,-0.39968729,-0.479041845,-2.121701956,2
